"NÚMERO DE BULTOS NO PERMITIDO","PACKAGE NUMBER NOT ALLOWED"
"Número de bultos no permitido","Package number not allowed"
"Número de bultos por defecto","Number of packages by default"
"Número de orden del pedido que ha provocado el error de reimpresión, si procede (000 en caso de error genérico)","Order number of the order that caused the reprint error, if applicable (000 in case of generic error)"
"Observaciones entrega","Delivery observations"
"Observaciones recogida","Collection observations"
"Oficina","Office"
"Oficina para la entrega","Delivery office"
"Oficina seleccionada","Selected Office"
"OPCIONES CRON","CRON OPTIONS"
"orden de preferencia de uso.","use preference order."
"Ordenes","Orders"
"Orden:","Order:"
"Orden: Extra","Order: Extra"
"Orden: Otras zonas","Order: Other zones"
"Pago contrarrembolso", "Cash on delivery"
"Pagos por cheque","Payments by bank draft"
"Pagos por transferencia bancaria","Payments by bank transfer"
"Para guardar los datos del remitente, primero hay que añadir un código de cliente.","To save the sender's data, you must first add a client code."
"PARA LA ENTREGA EN OFICINA ES NECESARIO INTRODUCIR EL TELÉFONO MÓVIL","FOR THE DELIVERY IN THE OFFICE IT IS NECESSARY TO ENTER THE MOBILE PHONE"
"Para poder realizar el pedido es necesario seleccionar una oficina","You need to select an office in order to complete the purchase"
"Password","Password"
"País","Country"
"País de destino del pedido, el CP del destinatario debe pertenecer al país seleccionado.","Destination country of the order, the ZIP of the recipient must belong to the selected country."
"País destino","Delivery country"
"País recogida","Pick up country"
"Pedido GRABADO","Order RECORDED"
"Persona contacto","Contact"
"Peso por defecto ","Default weight "
"Peso","Weight"
"Población","City"
"Población destino","Delivery city"
"Población recogida","Pick up city"
"Porque hay cosas que no pueden esperar, entregamos tu pedido en sábado.","Because there are things that can not wait, we deliver your order on Saturday."
"Portugal","Portugal"
"Posición de etiqueta","Label position"
"Posición de la etiqueta","Label position"
"Primero","First"
"Procesando...","Processing..."
"Product","Product"
"PRODUCTO CEX","PRODUCT CEX"
"PRODUCTOS CEX","CEX PRODUCTS"
"Quitar remitente de las etiquetas","Remove sender from labels"
"Recogida Desde  ","Pickup from"
"Recogida desde","Pickup from"
"REF ENVÍO","SHIPPING REF"
"Ref.Pedido","Order Ref"
"REFERENCIA","REFERENCE"
"Referencia de envío","Shipping reference"
"Referencias para las ordenes","References for orders"
"Registro Envío Correos Express","Correos Express shipping registration"
"REGÁLALES TRANQUILIDAD.","TRANQUILLITY AS A GIFT."
"Reimpresión de etiquetas","Reprint of labels"
"Reimprimir","Reprint"
"Reimprimirá las etiquetas del envío de esa fila de la tabla con el tipo y posicion determinado en los desplegables inferiores","It will reprint the shipping labels of that row of the table with the type and position determined in the lower dropdowns"
"Reimprimirá las etiquetas que se hayan seleccionado en la tabla de grabaciones del tipo seleccionado en los desplegables","Print the labels that have been selected in the table of recordings of the type selected in the dropdowns"
"Reiniciaremos el formulario.","We will reset the form."
"RELACIONAR ZONAS DE ENVÍO Y TRANSPORTISTAS","ASSOCIATE SHIPPING ZONES AND CARRIERS"
"Remitente por defecto","Default sender"
"Remitente actualizado con exito","Sender updated successfully"
"REMITENTE: CP NO ENCONTRADO","SENDER: CP NOT FOUND"
"REMITENTES","SENDERS"
"Remitentes","Senders"
"Responsable:","Responsible:"
"Respuesta WS","WS response"
"Resto de campos con información del destinatario.","Rest of fields with information of the recipient."
"Resto de campos con información del remitente.","Other fields with information of the sender."
"se ha cursado con exito: "," has been successfully completed: "
"se ha encontrado un error en los datos","an error has been found in the data"
"Sección de datos referente al destinatario.","Data section referring to the receiver."
"Sección de datos referente al remitente.","Data section referring to the sender."
"Seguimiento","Tracking"
"Selecciona la fecha de la que quieres imprimir el resumen de pedidos","Select the date witch you want to print the order summary"
"Selecciona la fecha de la que quieres ver los pedidos","Select the date from witch you want to see the orders"
"Selecciona la oficina para entrega","Select delivery office"
"Selecciona un estado","Select Status"
"Seleccionable de los productos activos seleccionados en la configuración por usted.","Selectable of the active products selected in the configuration by you."
"Seleccionar","Select"
"Seleccionar remitente por defecto","Select default sender "
"Seleccionar todos","Select all"
"Seleccionaremos todos los pedidos de la tabla.","We will select all the orders in the table."
"Seleccione el método de pago contra reembolso en caso de que se utilice esta modalidad en caso contrario seleccione Ninguno.","Select the method of payment on delivery in case this method is used otherwise select None."
"Seleccione el tipo de ejecución del cambio de estados","Select the type of execution of the change of states"
"Seleccione el tipo de Etiqueta","Select the label type"
"Seleccione la posición de la Etiqueta","Select label position"
"Seleccione un país","Select a country"
"Seleccione un remitente","Select a sender"
"Seleccione una dirección de destino","Select a delivery address"
"Seleccione una modalidad de envío","Select a shipping method"
"Selección de Etiquetas para la reimpresión.  Específico para la reimpresión de etiquetas", "Selection of Labels for reprint. Specific for label reprinting"
"Selección del remitente por defecto, irá asociado a la tienda en la que se encuentre y solo a ella. Este será el remitente que utilizará la tienda en los pedidos. Es un campo obligatorio.","Selection of the sender by default, it will be associated with the store in which it is located and only with it. This will be the sender that the store will use in the orders. It is a mandatory field."
"Servicio Especializados en tus compradores Online","Specialized Services in your online shoppers"
"SERVICIO GRATUITO INCLUIDO EN EL PAQ 24H","FREE SERVICE INCLUDED IN THE PAQ 24H"
"Servicio gratuito incluido en tu envío PAQ24H","Free service included in the Paq 24h"
"Si el pedido está asegurado, aquí se introducirá el importe del mismo.","If the order is insured, the amount will be entered here."
"Si hay varias zonas con un valor de 0 en el orden, el orden de preferencia es de arriba a abajo.","If there are several zones with a value of 0 in the order"," the order of preference is from top to bottom."
"Si marca esta opción, las etiquetas se generarán con un remitente alternativo.","If you check this option, the labels will be generated with an alternate sender."
"Si marca esta opción, las etiquetas se generarán sin remitente.",  "If you activate this option the labels will be generated without sender."
"Si no están en casa, contactamos con ellos para una segunda entrega. Gestión proactiva de incidencias.","If they are not at home, we contact them for a second delivery. Proactive incident management."
"Si se activa, actualizará el estado de la orden en función del CRON y la selección de estados realizada.","If activated, it will update the status of the order based on the CRON and the state selection made."
"Si selecciona esta opción, se generarán los archivos de log del cron y se añadirá una pestaña de soporte","If you select this option, the cron log files will be generated and a support tab will be added"
"Siguiente","Next"
"sin coste adicional","without aditional costs"
"SKU","SKU"
"Solo seleccionar esta opción en caso de necesitar envío con recogida.","Only select this option if you need to send with pickup."
"son requeridos."," are required."
"SOPORTE","SUPPORT"
"Soporte Rápido","Quick Support"
"Soy Nuevo, ¡Llamadme!","I'm New, Please Call me!"
"Su selección permite la reimpresión de las etiquetas de ese envío al pulsar el botón Reimprimir","Its selection allows the reprint of the labels of that shipment when pressing the Reprint button"
"Suba una imagen para el logo por favor","Upload an image for the logo please"
"Suba una imagen válida por favor (jpg, gif, png) y menor de 400kB","Please upload a valid image (jpg, gif, png) and smaller than 400kB"
"Subir Imagen ","Upload Image "
"Subtotal","Subtotal"
"Sí, configurar mi módulo","Yes, Configure my module"
"Tabla de errores de reimpresión, tanto a nivel de petición como a nivel de etiqueta","Table of reprint errors, both at the request level and at the label level"
"Tabla en la que podremos consultar el histórico del pedido.","Table in which we can consult the history of the order."
"Tabla en la que se nos muestran nuestros codigos de cliente, asi como los botones de borrado y modificación del mismo.","Table in which our customer codes are shown, as well as the buttons for deleting and modifying it."
"Tabla en la que se nos muestran nuestros códigos de cliente, asi como los botones de borrado y modificación del mismo.","Table in which we are shown our client codes, as well as the buttons for deleting and modifying it."
"Tabla que muestra todos los remitentes creados para la tienda en curso.","Table showing all the senders created for the store in progress."
"tarea cex","task cex"
"Teléfono","Phone"
"Teléfono de contacto *","Contact Phone *"
"Teléfono destinatario","Delivery phone"
"Teléfono fijo","Phone"
"Teléfono remitente","Sender phone"
"Termica","Thermic"
"Texto Alternativo","Alternative Text"
"Tfn. Fijo","Phone"
"Tfn. Móvil","Ph. Mobile"
"Tiempo de Actualización de los Estados","States Update Time"
"Tipo","Type"
"Tipo de ejecución del cron","Cron execution type"
"Tipo de etiqueta","Label type"
"Tipo de etiqueta por defecto","Default label type"
"Total","Total"
"Transportistas","Carriers"
"Transportistas Advanced Free Shipping","Advanced Free Shipping Carriers"
"Térmica","Thermic"
"URL del web service de envío.","Web service sending URL."
"URL del web service de recogida.","Web service pickup URL."
"URL del web service de seguimiento de envío.","Web service tracking URL."
"URL Web Service (envío)","Web service URL (send)"
"URL Web Service (recogida)","Web service URL (pickup)"
"URL Web Service (seguimiento)","Web service URL (tracking)"
"Usuario","User"
"Usuario:","User:"
"Utilidad mediante la que grabaremos nuestros pedidos de forma masiva.","Utility through which we will record our orders in bulk."
"Utilidad mediante la que imprimiremos el resumen de nuestros pedidos.","Utility through which we print the summary of our orders."
"Utilidad mediante la que reimprimiremos cualquier etiqueta generada previamente.","Utility through which we will reprint any previously generated label"
"Utilidad que nos permite cobrar un importe contrareembolso.","Utility that allows us to charge a cash on delivery amount."
"Utilidad que nos permite copiar los datos del remitente al destinatario, en caso de que sea una devolución.","Utility that allows us to copy the data from the sender to the recipient, in case it is a return."
"Utilidad que nos permite rellenar automáticamente la sección remitente con los datos del remitente seleccionado en el apartado inferior.","Utility that allows us to automatically fill in the sender section with the data of the sender selected in the lower section."
"Utilidades","Utilities"
"VACÍO","EMPTY"
"Validar Credenciales","Validate Credentials"
"Valor a cobrar por el método contrareembolso.","Value to be charged for the cash on delivery method."
"Valor asegurado","Insured value"
"Valor contrareembolso","Cash on delivery value"
"Ya puede hacer seguimiento de su pedido con referencia ","You can now follow your order with reference "
"Zona:","Zone:"
"Zona: Otras zonas","Zone: Other zones"
"¡Sin compromiso!","Without obligation!"
"¿Borrar datos?","Delete data?"
"¿Eres cliente?","Are you Already a customer?"
"¿Estas seguro de borrar el código de cliente y sus remitentes asociados?","Are you sure to delete the client code and its associated senders?"
"¿Estas seguro de borrar el remitente?","Are you sure you want to delete the sender?"
"¿Estás seguro querer que le visite un comercial?","Are you sure you want to visit a sales representative?"
"¿Guardar datos de pedido?","Save order data?"
"Órdenes","Orders"
"Últimas peticiones","Latest requests"
"Último","Last"
